id,title,description,preconditions,postconditions,tags,priority,severity,type,behavior,automation,status,is_flaky,layer,steps_type,steps_actions,steps_result,steps_data,milestone_id,milestone,suite_id,suite_parent_id,suite,suite_without_cases
22,EH - Use special characters in question field,,,,,undefined,normal,functional,positive,is-not-automated,actual,no,unknown,classic,"1. login to https://shemsvcollege.github.io/Trivia/
2. Click on ""start"" button
3. Fill in ""Do cats usually land on their feet@?"" in 1st question field
4. Click ""next""
","1. The main page ""https://shemsvcollege.github.io/Trivia/"" will open
2. 1st question page appears
3. ""Do cats usually land on their feet@?"" appears in 1st question field
4. The question has been deleted from the question field
","1. 
2. 
3. 
4. 
",,,2,,Create Trivia Game,
29,"Functionality - ""Back"" button in  1st answer page with mark the radio button next to the 1st answer (""Yes"")","Functionality - ""Back"" button in 1st answer page",,,,undefined,normal,functional,positive,is-not-automated,actual,no,unknown,classic,"1. Open the Google Chrome browser
2. Type in the URL bar “https://shemsvcollege.github.io/Trivia/ ”
3. Click on “Start” button
4. Fill in ""Do cats usually land on their feet?"" in 1st question field
5. Click on “next” button
6. Type ""Yes"" in 1st answer field
7. Type ""No"" in 2nd answer field
8. Type ""Maybe"" in 3rd answer field
9. Type ""Nobody knows"" in 4th answer field
10. Mark the radio button next to the 1st answer (""Yes"")
11. Click on “Back” button
","1. Google Chrome browser open
2. Website page Trivia is open in browser. With text “QA Test, to start the test push the button below! good luck!” end “Start” button.
3. 1st question page appears “Please type here your question :
question number: 1” and input form
4. ""Do cats usually land on their feet?"" appears in 1st question field
5. Web page appears : "" Please enter 4 possible answers and Mark the right one!
question number: 1 ""
6. ""Yes"" appears in 1st answer field
7. ""No"" appears in 2nd answer field
8. ""Maybe"" appears in 3rd answer field
9. ""Nobody"" appears in 4th answer field
10. Radio button next to 1st answer (""Yes"") turns blue
11. Return to the previous screen showing the question ""Do cats usually land on their feet?"" which can be re-edited
","1. 
2. https://shemsvcollege.github.io/Trivia/
3. 
4. Do cats usually land on their feet?
5. 
6. Yes
7. No
8. Maybe
9. Nobody knows
10. 
11. 
",,,2,,Create Trivia Game,
31,"Functionality - ""Back"" button in  2nd answer page with mark the radio button next to the 1st answer (""4"")","Functionality - ""Back"" button in 1st answer page without mark the radio button answer",,,,undefined,normal,functional,positive,is-not-automated,actual,no,unknown,classic,"1. Open the Google Chrome browser
2. Type in the URL bar “https://shemsvcollege.github.io/Trivia/ ”
3. Click on “Start” button
4. Fill in ""Do cats usually land on their feet?"" in 1st question field
5. Click on “next” button
6. Type ""Yes"" in 1st answer field
7. Type ""No"" in 2nd answer field
8. Type ""Maybe"" in 3rd answer field
9. Type ""Nobody knows"" in 4th answer field
10. Mark the radio button next to the 1st answer (""Yes"")
11. Click on “next” button
12. Fill in ""How many wheels does a car have?""
13. Click on “next” button
14. Type ""1"" in 1st answer field
15. Type ""2"" in 2nd answer field
16. Type ""3"" in 3rd answer field""3"" appears in 3rd answer field
17. Type ""4"" in 4th answer field""4"" appears in 4th answer field
18. Mark the radio button next to the 4th answer (""4"")
19. Click on “Back” button
","1. Google Chrome browser open
2. Website page Trivia is open in browser. With text “QA Test, to start the test push the button below! good luck!” end “Start” button.
3. 1st question page appears “Please type here your question :
question number: 1” and input form
4. ""Do cats usually land on their feet?"" appears in 1st question field
5. Web page appears : "" Please enter 4 possible answers and Mark the right one!
question number: 1 ""
6. ""Yes"" appears in 1st answer field
7. ""No"" appears in 2nd answer field
8. ""Maybe"" appears in 3rd answer field
9. ""Nobody"" appears in 4th answer field
10. Radio button next to 1st answer (""Yes"") turns blue
11. 2st question page appears “Please type here your question :
question number: 2”
12. ""How many wheels does a car have?"" appears in 2nd question field
13. Web page appears : "" Please enter 4 possible answers and Mark the right one!
question number: 2 ""
14. ""1"" appears in 1st answer field
15. ""2"" appears in 2nd answer field
16. ""3"" appears in 3rd answer field
17. ""4"" appears in 4th answer field
18. Radio button next to 4th answer (""4"") turns blue
19. Return to the previous screen showing the question ""How many wheels does a car have?"" which can be re-edited
","1. 
2. https://shemsvcollege.github.io/Trivia/
3. 
4. Do cats usually land on their feet?
5. 
6. Yes
7. No
8. Maybe
9. Nobody knows
10. 
11. 
12. How many wheels does a car have?
13. 
14. 1
15. 2
16. 3
17. 4
18. 
19. 
",,,2,,Create Trivia Game,
33,"Functionality - ""Back"" button in  3rd answer page with mark the radio button next to the 1st answer (""Red"")","Functionality - ""Back"" button in 3rd answer page with mark the radio button next to the 1st answer (""Red"")",,,,undefined,normal,functional,positive,is-not-automated,actual,no,unknown,classic,"1. Open the Google Chrome browser
2. Type in the URL bar “https://shemsvcollege.github.io/Trivia/ ”
3. Click on “Start” button
4. Fill in ""Do cats usually land on their feet?"" in 1st question field
5. Click on “next” button
6. Type ""Yes"" in 1st answer field
7. Type ""No"" in 2nd answer field
8. Type ""Maybe"" in 3rd answer field
9. Type ""Nobody knows"" in 4th answer field
10. Mark the radio button next to the 1st answer (""Yes"")
11. Click on “next” button
12. Fill in ""How many wheels does a car have?"" in 2st question field
13. Click on “next” button
14. Type ""1"" in 1st answer field
15. Type ""2"" in 2nd answer field
16. Type ""3"" in 3rd answer field""3"" appears in 3rd answer field
17. Type ""4"" in 4th answer field""4"" appears in 4th answer field
18. Click on “next” button
19. Fill in ""What is the color of a tomato?"" in 3rdt question field
20. Click on “next” button
21. Type ""Red"" in 1st answer field
22. Type ""Green"" in 2nd answer field
23. Type ""Blue"" in 3rd answer field
24. Type ""Yellow"" in 3rd answer field
25. Mark the radio button next to the 1st answer (""Red"")
26. Click on “Back” button
","1. Google Chrome browser open
2. Website page Trivia is open in browser. With text “QA Test, to start the test push the button below! good luck!” end “Start” button.
3. 1st question page appears “Please type here your question :
question number: 1” and input form
4. ""Do cats usually land on their feet?"" appears in 1st question field
5. Web page appears : "" Please enter 4 possible answers and Mark the right one!
question number: 1 ""
6. ""Yes"" appears in 1st answer field
7. ""No"" appears in 2nd answer field
8. ""Maybe"" appears in 3rd answer field
9. ""Nobody"" appears in 4th answer field
10. Radio button next to 1st answer (""Yes"") turns blue
11. 2st question page appears “Please type here your question :
question number: 2”
12. ""How many wheels does a car have?"" appears in 2nd question field
13. Web page appears : "" Please enter 4 possible answers and Mark the right one!
question number: 2 ""
14. ""1"" appears in 1st answer field
15. ""2"" appears in 2nd answer field
16. ""3"" appears in 3rd answer field
17. ""4"" appears in 4th answer field
18. 3rdt question page appears “Please type here your question :
question number: 3 ”
19. ""What is the color of a tomato?"" appears in 2nd question field
20. Web page appears : "" Please enter 4 possible answers and Mark the right one!
question number: 3 ""
21. ""Red"" appears in 1st answer field
22. ""Green"" appears in 2nd answer field
23. ""Blue"" in 3rd answer field
24. Type ""Yellow"" in 3rd answer field
25. Radio button 1st answer (""Blue) turns blue
26. Return to the previous screen showing the question ""How many wheels does a car have?"" which can be re-edited
","1. 
2. https://shemsvcollege.github.io/Trivia/
3. 
4. Do cats usually land on their feet?
5. 
6. Yes
7. No
8. Maybe
9. Nobody knows
10. 
11. 
12. How many wheels does a car have?
13. 
14. 1
15. 2
16. 3
17. 4
18. 
19. What is the color of a tomato?
20. 
21. Red
22. Green
23. Blue
24. Yellow
25. Red
26. 
",,,2,,Create Trivia Game,
35,Functionality - Radio button switches from 1 answer to another in 1st question,,,,,undefined,normal,functional,positive,is-not-automated,actual,no,unknown,classic,"1. login to https://shemsvcollege.github.io/Trivia/
2. Click on ""start"" button
3. Fill in ""Do cats usually land on their feet?"" in 1st question field
4. Click ""next""
5. Type ""Yes"" in 1st answer field
6. Type ""No"" in 2nd answer field
7. Type ""Maybe"" in 3rd answer field
8. Type ""Nobody knows"" in 4th answer field
9. Mark the radio button next to the 1st answer field (""Yes"")
10. Mark the radio button next to the 2st answer field (""No"")
","1. The main page ""https://shemsvcollege.github.io/Trivia/"" will open
2. 1st question page appears
3. ""Do cats usually land on their feet?"" appears in 1st question field
4. Web page appears : ""Please type here your question :
question number: 1""
5. ""Yes"" appears in 1st answer field
6. ""No"" appears in 2nd answer field
7. ""Maybe"" appears in 3rd answer field
8. ""Nobody"" appears in 4th answer field
9. Radio button next to 1st answer (""Yes"") turns blue
10. Radio button next to 1st answer (""No"") turns blue
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9. 
10. 
",,,2,,Create Trivia Game,
36,Functionality - Radio button switches from 1 answer to another in 2nd question,,,,,undefined,normal,functional,positive,is-not-automated,actual,no,unknown,classic,"1. login to https://shemsvcollege.github.io/Trivia/
2. Click on ""start"" button
3. Fill in ""Do cats usually land on their feet?"" in 1st question field
4. Click ""next""
5. Type ""Yes"" in 1st answer field
6. Type ""No"" in 2nd answer field
7. Type ""Maybe"" in 3rd answer field
8. Type ""Nobody knows"" in 4th answer field
9. Mark the radio button next to the 1st answer (""Yes"")
10. Mark the radio button next to the 2nd answer (""No"")
11. Click on ""next""
12. Fill in ""How many wheels does a car have?""
13. Click ""next""
14. Type ""1"" in 1st answer field
15. Type ""2"" in 2ndanswer field
16. Type ""3"" in 3rd answer field
17. Type ""4"" in 4th answer field
18. Mark the radio button next to the 4th answer (""4"")
19. Mark the radio button next to the 2nd answer (""2"")
","1. The main page ""https://shemsvcollege.github.io/Trivia/"" will open
2. 1st question page appears
3. ""Do cats usually land on their feet?"" appears in 1st question field
4. Web page appears : ""Please type here your question :
question number: 1""
5. ""Yes"" appears in 1st answer field
6. ""No"" appears in 2nd answer field
7. ""Maybe"" appears in 3rd answer field
8. ""Nobody"" appears in 4th answer field
9. Radio button next to 1st answer (""Yes"") turns blue
10. Radio button next to the 2nd answer (""No"")
11. 2nd question page appears
12. ""How many wheels does a car have?"" appears in 2nd question field
13. Web page appears : ""Please type here your question :
question number: 2""
14. ""1"" appears in 1st answer field
15. ""2"" appears in 2nd answer field
16. ""3"" appears in 3rd answer field
17. ""4"" appears in 4th answer field
18. Radio button next to 4th answer (""4"") turns blue
19. Radio button next to the 2nd answer (""2"") turns blue
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9. 
10. 
11. 
12. 
13. 
14. 
15. 
16. 
17. 
18. 
19. 
",,,2,,Create Trivia Game,
37,Functionality - Radio button switches from 1 answer to another in 3rd question,,,,,undefined,normal,functional,positive,is-not-automated,actual,no,unknown,classic,"1. login to https://shemsvcollege.github.io/Trivia/
2. Click on ""start"" button
3. Fill in ""Do cats usually land on their feet?"" in 1st question field
4. Click ""next""
5. Type ""Yes"" in 1st answer field
6. Type ""No"" in 2nd answer field
7. Type ""Maybe"" in 3rd answer field
8. Type ""Nobody knows"" in 4th answer field
9. Mark the radio button next to the 1st answer (""Yes"")
10. Click on ""next""
11. Fill in ""How many wheels does a car have?""
12. Click ""next""
13. Type ""1"" in 1st answer field
14. Type ""2"" in 1st answer field
15. Type ""3"" in 1st answer field
16. Type ""4"" in 1st answer field
17. Mark the radio button next to the 4th answer (""4"")
18. Click ""next""
19. Fill in ""What is the color of a tomato?"" in 3rd question field
20. Click ""next""
21. Type ""Green"" in 1st answer field
22. Type ""Blue"" in 2nd answer field
23. Type ""Red"" in 3rd answer field
24. Type ""Yellow"" in 4th answer field
25. Mark the radio button next to the 3rd answer (""Red"")
26. Mark the radio button next to the 1st answer (""Green"")
","1. The main page ""https://shemsvcollege.github.io/Trivia/"" will open
2. 1st question page appears
3. ""Do cats usually land on their feet?"" appears in 1st question field
4. Web page appears : ""Please type here your question :
question number: 1""
5. ""Yes"" appears in 1st answer field
6. ""No"" appears in 2nd answer field
7. ""Maybe"" appears in 3rd answer field
8. ""Nobody"" appears in 4th answer field
9. Radio button next to 1st answer (""Yes"") turns blue
10. 2nd question page appears
11. ""How many wheels does a car have?"" appears in 2nd question field
12. Web page appears : ""Please type here your question :
question number: 2""
13. ""1"" appears in 1st answer field
14. ""2"" appears in 2nd answer field
15. ""3"" appears in 3rd answer field
16. ""4"" appears in 4th answer field
17. Radio button next to 4th answer (""4"") turns blue
18. 3rd question page appears
19. ""What is the color of a tomato?"" appears in 3rd question field
20. Web page appears: ""Please type here your question :
question number: 3""
21. ""Green"" appears in 1st answer field
22. ""Blue"" appears in 2nd answer field
23. ""Red"" appears in 3rd answer field
24. ""Yellow"" appears in 4th answer field
25. Radio button next to 3rd answer (""Red"") turns blue
26. Radio button next to the 1st answer (""Green"")turns blue
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9. 
10. 
11. 
12. 
13. 
14. 
15. 
16. 
17. 
18. 
19. 
20. 
21. 
22. 
23. 
24. 
25. 
26. 
",,,2,,Create Trivia Game,
49,Functionality – Editor question 1,,,,,undefined,normal,functional,positive,is-not-automated,actual,no,unknown,classic,"1. login to https://shemsvcollege.github.io/Trivia/
2. Click on ""start"" button
3. Fill in ""Do cats usually land on their feet?"" in 1st question field
4. Click ""next""
5. Click on “Back” button
6. Replace the word cats with the word dogs
7. Click on “next” button
","1. The main page ""https://shemsvcollege.github.io/Trivia/"" will open
2. 1st question page appears
3. ""Do cats usually land on their feet?"" appears in 1st question field
4. Web page appears : ""Please type here your question :
question number: 1""
5. Return to the previous screen showing the question ""Do cats usually land on their feet?"" which can be re-edited
6. ""Do dogs usually land on their feet?"" appears in 1st question field
7. 2st question page appears “Please type here your question :

question number: 2”
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
",,,2,,Create Trivia Game,
50,Functionality – Editor question 2,**Functionality – Editor question 2**,,,,undefined,normal,functional,positive,is-not-automated,actual,no,unknown,classic,"1. Open the Google Chrome browser
2. Type in the URL bar “https://shemsvcollege.github.io/Trivia/ ”
3. Click on “Start” button
4. Fill in ""Do cats usually land on their feet?"" in 1st question field
5. Click on “next” button
6. Click on “Back” button
7. Replace the word cats with the word dogs
8. Click on “next” button
9. Type ""Yes"" in 1st answer field
10. Type ""No"" in 2nd answer field
11. Type ""Maybe"" in 3rd answer field
12. Type ""Nobody knows"" in 4th answer field
13. Mark the radio button next to the 1st answer (""Yes"")
14. Click on “next” button
15. Fill in ""How many doors does a car have?""
16. Click on “next” button
17. Click on “Back” button
18. Replace the word wheels with the word doors
19. Click on “next” button
20. Type ""1"" in 1st answer field
21. Type ""2"" in 2nd answer field
22. Type ""3"" in 3rd answer field""3"" appears in 3rd answer field
23. Type ""4"" in 4th answer field""4"" appears in 4th answer field
24. Mark the radio button next to the 4th answer (""4"")
25. Click on “Back” button
26. Replace the word wheels with the word doors
27. Click on “next” button
","1. Google Chrome browser open
2. Website page Trivia is open in browser. With text “QA Test, to start the test push the button below! good luck!” end “Start” button.
3. 1st question page appears “Please type here your question :
question number: 1” and input form
4. ""Do cats usually land on their feet?"" appears in 1st question field
5. Web page appears : "" Please enter 4 possible answers and Mark the right one!
question number: 1 ""
6. Return to the previous screen showing the question ""Do cats usually land on their feet?"" which can be re-edited
7. ""Do dogs usually land on their feet?"" appears in 1st question field
8. Web page appears : "" Please enter 4 possible answers and Mark the right one!
question number: 1 ""
9. ""Yes"" appears in 1st answer field
10. ""No"" appears in 2nd answer field
11. ""Maybe"" appears in 3rd answer field
12. ""Nobody"" appears in 4th answer field
13. Radio button next to 1st answer (""Yes"") turns blue
14. 2st question page appears “Please type here your question :
question number: 2”
15. ""How many wheels does a car have?"" appears in 2nd question field
16. Web page appears : "" Please enter 4 possible answers and Mark the right one!
question number: 2 ""
17. Return to the previous screen showing the question ""How many doors does a car have?"" which can be re-edited
18. How many wheels does the car have?"" appears in 2nd question field
19. Web page appears : "" Please enter 4 possible answers and Mark the right one!
question number: 3 ""
20. ""1"" appears in 1st answer field
21. ""2"" appears in 2nd answer field
22. ""3"" appears in 3rd answer field
23. ""4"" appears in 4th answer field
24. Radio button next to 4th answer (""4"") turns blue
25. Return to the previous screen showing the question ""How many wheels does a car have?"" which can be re-edited
26. How many doors does the car have?"" appears in 1st question field
27. 
","1. 
2. https://shemsvcollege.github.io/Trivia/
3. 
4. Do cats usually land on their feet?
5. 
6. 
7. 
8. 
9. Yes
10. No
11. Maybe
12. Nobody knows
13. 
14. 
15. How many wheels does a car have?
16. 
17. 
18. 
19. 
20. 1
21. 2
22. 3
23. 4
24. 
25. 
26. 
27. 
",,,2,,Create Trivia Game,
51,Functionality – Editor question 3,Functionality – Editor question 3,,,,undefined,normal,functional,positive,is-not-automated,actual,no,unknown,classic,"1. Open the Google Chrome browser
2. Type in the URL bar “https://shemsvcollege.github.io/Trivia/ ”
3. Click on “Start” button
4. Fill in ""Do cats usually land on their feet?"" in 1st question field
5. Click on “next” button
6. Type ""Yes"" in 1st answer field
7. Type ""No"" in 2nd answer field
8. Type ""Maybe"" in 3rd answer field
9. Type ""Nobody knows"" in 4th answer field
10. Mark the radio button next to the 1st answer (""Yes"")
11. Click on “next” button
12. Fill in ""How many wheels does a car have?"" in 2st question field
13. Click on “next” button
14. Type ""1"" in 1st answer field
15. Type ""2"" in 2nd answer field
16. Type ""3"" in 3rd answer field""3"" appears in 3rd answer field
17. Type ""4"" in 4th answer field""4"" appears in 4th answer field
18. Click on “next” button
19. Fill in ""What is the color of a tomato?"" in 3rdt question field
20. Click on “next” button
21. Click on “Back” button
22. Replace the word tomato with the word cucumber
23. Click on “next” button
24. Type ""Red"" in 1st answer field
25. Type ""Green"" in 2nd answer field
26. Type ""Blue"" in 3rd answer field
27. Type ""Yellow"" in 4th answer field
28. Mark the radio button next to the 2nd answer (""Green"")
29. Click on “next” button
","1. Google Chrome browser open
2. Website page Trivia is open in browser. With text “QA Test, to start the test push the button below! good luck!” end “Start” button.
3. 1st question page appears “Please type here your question :
question number: 1” and input form
4. ""Do cats usually land on their feet?"" appears in 1st question field
5. Web page appears : "" Please enter 4 possible answers and Mark the right one!
question number: 1 ""
6. ""Yes"" appears in 1st answer field
7. ""No"" appears in 2nd answer field
8. ""Maybe"" appears in 3rd answer field
9. ""Nobody"" appears in 4th answer field
10. Radio button next to 1st answer (""Yes"") turns blue
11. 2st question page appears “Please type here your question :
question number: 2”
12. ""How many wheels does a car have?"" appears in 2nd question field
13. Web page appears : "" Please enter 4 possible answers and Mark the right one!
question number: 1 ""
14. ""1"" appears in 1st answer field
15. ""2"" appears in 2nd answer field
16. ""3"" appears in 3rd answer field
17. ""4"" appears in 4th answer field
18. 3rdt question page appears “Please type here your question :
question number: 3 ”
19. ""What is the color of a tomato?"" appears in 2nd question field
20. Web page appears : "" Please enter 4 possible answers and Mark the right one!
question number: 3 ""
21. Return to the previous screen showing the question ""How many wheels does a car have?"" which can be re-edited
22. ""What is the color of a cucumber?"" appears in 3rd question field
23. Web page appears : "" Please enter 4 possible answers and Mark the right one!
question number: 3 ""
24. ""Red"" appears in 1st answer field
25. ""Green"" appears in 2nd answer field
26. ""Blue"" appears in 3rd answer field
27. ""Yellow"" appears in 4th answer field
28. Radio button next to 2nd answer (""Green"") turns blue
29. Web page with message ""You finished to build the test - lets play!!"" ""Play"" button and ""QUIT"" button appears
","1. 
2. https://shemsvcollege.github.io/Trivia/
3. 
4. Do cats usually land on their feet?
5. 
6. Yes
7. No
8. Maybe
9. Nobody knows
10. 
11. 
12. How many wheels does a car have?
13. 
14. 1
15. 2
16. 3
17. 4
18. 
19. What is the color of a tomato?
20. 
21. 
22. 
23. 
24. 
25. 
26. 
27. 
28. 
29. 
",,,2,,Create Trivia Game,
